state.district,MemberName,Destination,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
CA30,"Waxman, Henry A.","Vancouver, Canada",The Aspen Institute Congressional Program,8/14/10,8/21/10,8,CA30 2010-08-14
CA30,"Waxman, Henry A.","Council Bluffs, IA","Iowa State Univerity, Iowa Renewable Fuels Association, Renewable Fuels Foundation, Green Plains Ren",8/16/10,8/19/10,4,CA30 2010-08-16
CA30,"Waxman, Henry A.","Bruges, Belgium",Bertlesmann Stiftung,8/30/10,9/20/10,22,CA30 2010-08-30
CA30,"Waxman, Henry A.","Boston, MA",Harvard University,9/30/10,10/1/10,2,CA30 2010-09-30
CA30,"Waxman, Henry A.","Durham, NC",Duke Professor Kristin GossPrivate Research Account,10/14/10,10/14/10,1,CA30 2010-10-14
CA30,"Waxman, Henry A.","Boston, MA","Connors Center for Womens Health and Gender Biology at Brigham and Women's Hospital (Boston, MA)",10/26/10,10/27/10,2,CA30 2010-10-26
CA30,"Waxman, Henry A.","Atlanta, GA",Robert Wood Johnson Clinical Scholars Program,11/3/10,11/5/10,3,CA30 2010-11-03
CA30,"Waxman, Henry A.","Northfield, MN",Carleton College (Environmental and Technology Studies),11/4/10,11/6/10,3,CA30 2010-11-04
CA30,"Waxman, Henry A.","Princeton, NJ",Princeton University,11/8/10,11/8/10,1,CA30 2010-11-08
CA31,"Becerra, Xavier","Caracas, Venezuela",The Center for Democracy in the Americas,2/17/10,2/20/10,4,CA31 2010-02-17
CA31,"Becerra, Xavier","Queenstown, MD",Aspen Initiative on Financial Security,10/27/10,10/29/10,3,CA31 2010-10-27
CA32,"Chu, Judy","Flushing, NY",Organization Of Chinese Americans - Long Island Chapter,10/16/09,10/17/09,2,CA32 2009-10-16
CA32,"Chu, Judy","Boston, MA",Massachusetts Institute of Technology and The Ewing Marion Kauffman Foundation,4/7/10,4/9/10,3,CA32 2010-04-07
CA32,"Chu, Judy","San Francisco, CA",Federal Home Loan Bank of San Francisco,8/19/10,8/22/10,4,CA32 2010-08-19
CA33,"Watson, Diane E.","Lusaka, Zambia",RESULTS Educational Fund,8/1/09,8/10/09,10,CA33 2009-08-01
CA33,"Watson, Diane E.",New Mexico,National Foundation For Women Legislations,9/4/09,9/7/09,4,CA33 2009-09-04
CA33,"Watson, Diane E.","Addis Ababa, Ethiopia",Light Years IP,4/4/10,4/10/10,7,CA33 2010-04-04
CA33,"Watson, Diane E.","Incheon, South Korea","Chung-Ang University, Republic of Korea",8/15/10,8/19/10,5,CA33 2010-08-15
CA33,"Watson, Diane E.","San Francisco, CA",Federal Home Loan Bank of San Francisco,8/19/10,8/22/10,4,CA33 2010-08-19
CA33,"Watson, Diane E.","Incheon, South Korea","Chung-Ang Universtiy, Republic of Korea",8/21/10,8/22/10,2,CA33 2010-08-21
CA34,"Roybal-Allard, Lucille","Vancouver, Canada",The Aspen Institute Congressional Program,8/16/10,8/21/10,6,CA34 2010-08-16
CA35,"Waters, Maxine","Los Angeles, CA",TV Show - Real Time with Bill Maher (HBO),2/20/09,2/20/09,1,CA35 2009-02-20
CA35,"Waters, Maxine","Las Vegas, NV",International Brotherhood of Teamsters,5/3/09,5/3/09,1,CA35 2009-05-03
CA35,"Waters, Maxine","Los Angeles, CA",New Jersey Black Issues Convention,10/9/09,10/10/09,2,CA35 2009-10-09
CA35,"Waters, Maxine","Columbia, SC",Benedict College,5/7/10,5/8/10,2,CA35 2010-05-07
CA35,"Waters, Maxine","New Orleans, LA",Pontchartrain Park Community Development Corportation,5/13/10,5/14/10,2,CA35 2010-05-13
CA35,"Waters, Maxine","Chicago, IL",Rainbow/PUSH Coalition,6/13/10,6/14/10,2,CA35 2010-06-13
CA35,"Waters, Maxine","Chicago, IL",National Association of Minority Automobile Dealers (NAMAD),7/23/10,7/24/10,2,CA35 2010-07-23
CA35,"Waters, Maxine","San Francisco, CA",Federal Home Loan Bank of San Francisco,8/19/10,8/21/10,3,CA35 2010-08-19
CA36,"Harman, Jane","Amman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/23/09,10,CA36 2009-02-14
CA36,"Harman, Jane","Baltimore, MD",Catholic Health Association,2/19/09,2/20/09,2,CA36 2009-02-19
CA36,"Harman, Jane (Amendment)","Baltimore, MD",Catholic Health Association,2/20/09,2/21/09,2,CA36 2009-02-20
CA36,"Harman, Jane","Ankara, Turkey -",German Marshall Fund of the US,6/28/09,7/6/09,9,CA36 2009-06-28
CA36,"Harman, Jane","San Francisco, CA",Information Technology and Innovation Foundation,6/2/10,6/6/10,5,CA36 2010-06-02
CA37,"Richardson, Laura","New York, NY",Humpty Dumpty Institute,7/12/09,7/13/09,2,CA37 2009-07-12
CA37,"Richardson, Laura",Tel Aviv,American Israel Education Foundation (AIEF),8/8/09,8/16/09,9,CA37 2009-08-08
CA37,"Richardson, Laura",New York,International Association of Machinists and Aerospace workers,8/16/09,8/16/09,1,CA37 2009-08-16
CA37,"Richardson, Laura","Boston, MA",Amtrak,3/4/10,3/6/10,3,CA37 2010-03-04
CA37,"Richardson, Laura","Memphis, TN",Congressional Black CaucusPolitical Education and Leadership Institute,8/12/10,8/15/10,4,CA37 2010-08-12
CA37,"Richardson, Laura","Addis Ababa, Ethiopia",Bill and Melinda Gates Foundation,9/7/10,9/11/10,5,CA37 2010-09-07
CA37,"Richardson, Laura","Las Vegas, NV",Congressional Black Caucus Political Education and Leadership Institute,11/4/10,11/7/10,4,CA37 2010-11-04
CA37,"Richardson, Laura","Jerusalem, Israel",American Israel Education Foundation,12/11/10,12/18/10,8,CA37 2010-12-11
CA4,"McClintock, Tom","Palm Beach, FL",Club for Growth,3/6/09,3/8/09,3,CA4 2009-03-06
CA4,"McClintock, Tom","Tel Aviv, Israel",American Israel Education Foundation,6/27/09,7/5/09,9,CA4 2009-06-27
CA4,"McClintock, Tom","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/1/09,8/9/09,9,CA4 2009-08-01
CA4,"McClintock, Tom","Instanbul, Turkey -",American-Turkish Council,8/8/09,8/16/09,9,CA4 2009-08-08
CA4,"McClintock, Tom",Tel Aviv,American Israeli Education Foundation (AIEF),12/5/09,12/13/09,9,CA4 2009-12-05
CA4,"McClintock, Tom","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,CA4 2010-01-14
CA4,"McClintock, Tom","Palm Beach, FL",Club for Growth,3/4/10,3/7/10,4,CA4 2010-03-04
CA4,"McClintock, Tom","Cambridge, MD",The Congressional Institute,5/7/10,5/7/10,1,CA4 2010-05-07
CA40,"Royce, Edward",Israel,American Israel Education Foundation,12/5/09,12/13/09,9,CA40 2009-12-05
CA40,"Royce, Edward","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,CA40 2010-05-06
CA40,"Royce, Edward","Antietam, MD",Civil War Preservation Trust,9/10/10,9/10/10,1,CA40 2010-09-10
CA41,"Lewis, Jerry","Hot Springs, WV",The Congressional Institiute,1/29/09,1/31/09,3,CA41 2009-01-29
CA41,"Lewis, Jerry","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,CA41 2010-01-28
CA41,"Lewis, Jerry","Johannesburg, South Africa",Infectious Diseases Society of America Education and Research Foundation,8/15/10,8/23/10,9,CA41 2010-08-15
CA44,"Calvert, Ken","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,CA44 2009-03-12
CA44,"Calvert, Ken","Queenstown, MD",Partnership for a Secure America,8/1/09,8/2/09,2,CA44 2009-08-01
CA44,"Calvert, Ken","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,CA44 2010-05-06
CA45,"Bono Mack, Mary","Las Vegas, NV",CEA,1/8/09,1/10/09,3,CA45 2009-01-08
CA45,"Bono Mack, Mary","New York, NY",CBS Early Show,2/11/09,2/12/09,2,CA45 2009-02-11
CA45,"Bono Mack, Mary","Amelia Island, FL",American Society of Addiction Medicine,5/1/09,5/4/09,4,CA45 2009-05-01
CA45,"Bono Mack, Mary","Las Vegas, NV",Consumers Electronics Association,1/7/10,1/9/10,3,CA45 2010-01-07
CA46,"Rohrabacher, Dana","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,CA46 2009-03-12
CA46,"Rohrabacher, Dana",NYC,Humpty Dumpty Institute,10/29/09,10/30/09,2,CA46 2009-10-29
CA46,"Rohrabacher, Dana","Tel Aviv, Israel",American Israel Education Foundation,2/13/10,2/21/10,9,CA46 2010-02-13
CA46,"Rohrabacher, Dana","Santa Barbara, CA",Young America's Foundation,3/13/10,3/14/10,2,CA46 2010-03-13
CA46,"Rohrabacher, Dana","Cambridge, MD",The Congressional Institute,5/5/10,5/8/10,4,CA46 2010-05-05
CA46,"Rohrabacher, Dana","Banja Luka, Bosnia and Herzego",The Red Cross,10/9/10,10/17/10,9,CA46 2010-10-09
CA46,"Rohrabacher, Dana","San Francisco, CA",U.S.-Russia Business Council,10/21/10,10/22/10,2,CA46 2010-10-21
CA47,"Sanchez, Loretta","Cadiz, Spain",Institute for Shipboard Education/Semester at Sea,6/26/09,7/3/09,8,CA47 2009-06-26
CA47,"Sanchez, Loretta","Jerusalem, Israel",The American Israel Education Foundation,6/28/09,7/5/09,8,CA47 2009-06-28
CA47,"Sanchez, Loretta","Mexico City, Mexico",Woodrow Wilson International Center & William and Flora Hewlett Foundation,5/30/10,6/3/10,5,CA47 2010-05-30
CA47,"Sanchez, Loretta","Dubrovnik, Croatia","Institute for Shipboard Education-Semester at Sea, Academic Sponsor: University of VA",7/4/10,7/10/10,7,CA47 2010-07-04
CA48,"Campbell, John","Cambridge, Maryland",The Congressional Insititue,3/12/09,3/15/09,4,CA48 2009-03-12
CA48,"Campbell, John","Queenstown, MD",Partnership for a Secure America,11/14/09,11/15/09,2,CA48 2009-11-14
CA48,"Campbell, John","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,CA48 2010-02-13
CA48,"Campbell, John","Hyatt Regency, Chesapeake, MD",The Congressional Institute,5/6/10,5/8/10,3,CA48 2010-05-06
CA48,"Campbell, John","Sharpsburg - Antietam, MD",American Enterprise Intstitute,6/12/10,6/12/10,1,CA48 2010-06-12
CA49,"Issa, Darrell","Las Vegas, NV",Consumer Electronic Association,1/8/09,1/11/09,4,CA49 2009-01-08
CA49,"Issa, Darrell","Hot Springs, WV",The Congressional Institute,1/29/09,1/31/09,3,CA49 2009-01-29
CA49,"Issa, Darrell","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,CA49 2009-02-20
CA49,"Issa, Darrell","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,CA49 2009-03-12
CA49,"Issa, Darrell","Los Angeles, CA",Maher Live Inc.,8/7/09,8/7/09,1,CA49 2009-08-07
CA49,"Issa, Darrell","Las Vegas, NV",Consumer Electronics Association,1/7/10,1/10/10,4,CA49 2010-01-07
CA49,"Issa, Darrell","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,CA49 2010-01-28
CA49,"Issa, Darrell","Cambridge, MD",The Congressional Institue,5/6/10,5/8/10,3,CA49 2010-05-06
CA49,"Issa, Darrell","Los Angeles, CA","Maher Live, Inc.",5/14/10,5/14/10,1,CA49 2010-05-14
CA49,"Issa, Darrell","Brussels, Belgium",Bertelsmann Stiftung and Bertelsmann Foundation,8/29/10,9/6/10,9,CA49 2010-08-29
CA49,"Issa, Darrell","Los Angeles, CA","Maher Live, Inc.",11/5/10,11/5/10,1,CA49 2010-11-05
CA50,"Bilbray, Brian P.","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,CA50 2009-02-20
CA51,"Filner, Bob (Amendment)","Amman, Jordan",J Street Education Fund (paid for all expenses) and Churches for Middle East Peace (participating sp,2/12/10,2/19/10,8,CA51 2010-02-12
CA51,"Filner, Bob","Istanbul, Turkey",Pacifica Institute,12/22/10,12/31/10,10,CA51 2010-12-22
CA53,"Davis, Susan","Valencia, Spain",The Aspen Institute Congressional Program,4/4/09,4/15/09,12,CA53 2009-04-04
CA53,"Davis, Susan",Dubrovnik,The Aspen Institute Congressional Program,5/26/09,6/1/09,7,CA53 2009-05-26
CA53,"Davis, Susan","Calgary, Canada",The Aspen Institute Congressional Program,8/16/09,8/22/09,7,CA53 2009-08-16
CA53,"Davis, Susan",Tel Aviv,Saban Center for Middle East Policy at the Brookings Institution,11/13/09,11/16/09,4,CA53 2009-11-13
CA53,"Davis, Susan","Tunis, Tunisia",The Aspen Institute Congressional Program,5/31/10,6/6/10,7,CA53 2010-05-31
CA53,"Davis, Susan","Vancouver, British Columbia",The Aspen Institute Congressional Program,8/14/10,8/21/10,8,CA53 2010-08-14
CA6,"Woolsey, Lynn C.","Aman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/20/09,7,CA6 2009-02-14
CA6,"Woolsey, Lynn C.","Dar es Salaam, Tanzania",Care USA,4/4/09,4/9/09,6,CA6 2009-04-04
CA6,"Woolsey, Lynn C.","Calgary, Canada",The Aspen Institute Congressional Program.,8/17/09,8/21/09,5,CA6 2009-08-17
CA6,"Woolsey, Lynn C.","New York, NY",Humpty Dumpty Institute and the Better World Campaign,2/18/10,2/19/10,2,CA6 2010-02-18
CA6,"Woolsey, Lynn C.","Lisbon, Portugal",The Aspen Institute Congressional Program,4/5/10,4/11/10,7,CA6 2010-04-05
CA6,"Woolsey, Lynn C.","Baltimore, MD",The Aspen Institute Education and Society Program,5/21/10,5/21/10,1,CA6 2010-05-21
CA6,"Woolsey, Lynn C.","Vancouver, British Columbia",The Aspen Institute Congressional Program,8/16/10,8/21/10,6,CA6 2010-08-16
CA6,"Woolsey, Lynn C.","Banja Luka, Bosnia and Herzego",International Committee of the Red Cross,10/9/10,10/17/10,9,CA6 2010-10-09
CA6,"Woolsey, Lynn C.","Boston, MA",Americans for Democratic Action Education Fund,11/19/10,11/20/10,2,CA6 2010-11-19
CA7,"Miller, George","Los Angeles, CA; San Francisco",California Adult Education Administrator's Associaiton (CAEAA) and the Alliance of Adult and Career,1/27/09,1/30/09,4,CA7 2009-01-27
CA7,"Miller, George","Charleston, SC",American Bar Association,2/18/09,2/19/09,2,CA7 2009-02-18
CA7,"Miller, George","Valencia, Spain",The Aspen Institute Congressional Program,4/3/09,4/10/09,8,CA7 2009-04-03
CA7,"Miller, George","Dubrovnik, Croatia",The Aspen Institute Congressional Program.,5/26/09,6/1/09,7,CA7 2009-05-26
CA7,"Miller, George","New Orleans, LA",Interfaith Worker Justice (IWJ),6/14/09,6/15/09,2,CA7 2009-06-14
CA7,"Miller, George","Baltimore, MD",National Farm to School Network,6/30/09,6/30/09,1,CA7 2009-06-30
CA7,"Miller, George","Albuquerque, NM",Knowledge Alliance,8/10/09,8/12/09,3,CA7 2009-08-10
CA7,"Miller, George","Calgary, Canada",The Aspen Institute Congressional Program,8/17/09,8/22/09,6,CA7 2009-08-17
CA7,"Miller, George","Queenstown, MD",Aspen Institute,8/18/09,8/20/09,3,CA7 2009-08-18
CA7,"Miller, George","Wye River, MD",The Aspen Institute,8/19/09,8/19/09,1,CA7 2009-08-19
CA7,"Miller, George","Queenstown, MD",Aspen Institute,11/12/09,11/13/09,2,CA7 2009-11-12
CA7,"Miller, George","Madrid, Spain",The Aspen Institute Congressional Program,2/12/10,2/21/10,10,CA7 2010-02-12
CA7,"Miller, George","Lisbon, Portugal",The Aspen Institute Congressional Program,4/4/10,4/11/10,8,CA7 2010-04-04
CA7,"Miller, George","Baltimore, MD",Aspen Institute Education and Society Program,5/21/10,5/21/10,1,CA7 2010-05-21
CA7,"Miller, George","Tunis, Tunisia",The Aspen Institute Congressional Program,5/29/10,6/6/10,9,CA7 2010-05-29
CA7,"Miller, George","Vancouver, Canada",The Aspen Institute Congressional Program,8/16/10,8/21/10,6,CA7 2010-08-16
CA7,"Miller, George","New York, NY",NBC News,9/27/10,9/28/10,2,CA7 2010-09-27
CA7,"Miller, George","Ontario, Canada",National Public Education Support Fund and the McCormick Foundation,9/29/10,10/1/10,3,CA7 2010-09-29
CA7,"Miller, George","Queenstown, MD",Aspen Institute,10/27/10,10/29/10,3,CA7 2010-10-27
CA7,"Miller, George","Seattle, WA",SEIU Healthcare NW Training Partnership,11/11/10,11/16/10,6,CA7 2010-11-11
CA8,"Pelosi, Nancy","London, England","Partially sponsored and paid by IQPC, Ltd.",5/17/09,5/30/09,14,CA8 2009-05-17
CA8,"Pelosi, Nancy","New York, NY",The Humpty Dumpty Institute,7/12/09,7/13/09,2,CA8 2009-07-12
CA8,"Pelosi, Nancy","Kyoto, Japan",Woodrow Wilson International Center for Scholars and U.S. Asia Institute.,8/29/09,9/5/09,8,CA8 2009-08-29
CA8,"Pelosi, Nancy","Monterey, CA",Panetta Institute for Public Policy,9/15/09,9/16/09,2,CA8 2009-09-15
CA8,"Pelosi, Nancy","Williamsburg, VA",Thirdway,10/23/09,10/25/09,3,CA8 2009-10-23
CA8,"Pelosi, Nancy","San Francisco, CA",Information Technology Innovation Foundation,6/2/10,6/6/10,5,CA8 2010-06-02
CA8,"Pelosi, Nancy","Monterey, CA",Panetta Institute for Public Policy,8/16/10,8/17/10,2,CA8 2010-08-16
CA8,"Pelosi, Nancy","Durham, NC","Duke University School of Law, National Security Law Society",11/8/10,11/8/10,1,CA8 2010-11-08
CA8,"Pelosi, Nancy","Boston, MA",Harvard University,11/30/10,12/2/10,3,CA8 2010-11-30
CA8,"Pelosi, Nancy","San Francisco, CA",American Geophysical Union (AGU),12/13/10,12/15/10,3,CA8 2010-12-13
CA9,"Lee, Barbara","Norfolk, VA",Elizibeth State University,5/2/09,5/3/09,2,CA9 2009-05-02
CA9,"Lee, Barbara","Chicago, IL",Citizenship Education Fund,6/27/09,6/27/09,1,CA9 2009-06-27
CA9,"Lee, Barbara","Birmingham, AL",Federation of Southern Cooperatives Land Assistance Fund,8/13/09,8/14/09,2,CA9 2009-08-13
CA9,"Lee, Barbara","Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute,8/14/09,8/16/09,3,CA9 2009-08-14
CA9,"Lee, Barbara","Lusaka, Zambia","The Global Fund to Fight AIDS, Tuberculosis and Malaria",8/15/09,8/24/09,10,CA9 2009-08-15
CA9,"Lee, Barbara","Bloomington, IL",NAACP Bloomington,11/8/09,11/8/09,1,CA9 2009-11-08
CA9,"Lee, Barbara","Atlanta, GA",Congressional Black Caucus Foundation Inc.,12/4/09,12/5/09,2,CA9 2009-12-04
CA9,"Lee, Barbara","New York, NY",The Humpty Dumpty Institute,2/18/10,2/19/10,2,CA9 2010-02-18
CA9,"Lee, Barbara","New York, NY",Humpty Dumpty Institute,2/19/10,2/20/10,2,CA9 2010-02-19
CA9,"Lee, Barbara","San Salvador, El Salvador",The Center For Democracy in the Americas,5/29/10,6/2/10,5,CA9 2010-05-29
CA9,"Lee, Barbara","Tbilisi, Georgia",Inernational Committee of the Red Cross,7/3/10,7/11/10,9,CA9 2010-07-03
CA9,"Lee, Barbara","Kansas City, MO",NAACP,7/10/10,7/11/10,2,CA9 2010-07-10
CA9,"Lee, Barbara","Troy, Turkey",Turkish Coalition of America,8/14/10,8/22/10,9,CA9 2010-08-14
CA9,"Lee, Barbara","Istanbul, Turkey",Franklin Center for Global Policy Exchange and The Union of Chambers and Commodity Exchanges of Turk,11/7/10,11/12/10,6,CA9 2010-11-07
CO1,"DeGette, Diana","Ft. Lauderdale, FL",Alliance for Health Reform,1/10/09,1/12/09,3,CO1 2009-01-10
CO1,"DeGette, Diana",Dubrovnik,The Aspen Institute Congressional Program,5/26/09,6/1/09,7,CO1 2009-05-26
CO1,"DeGette, Diana","Berlin, Germany","Swedish-American Life Science Summit, Stockholm School of Economics",8/18/09,8/23/09,6,CO1 2009-08-18
CO1,"DeGette, Diana","Madrid, Spain",The Aspen Institute Congressional Program,2/15/10,2/21/10,7,CO1 2010-02-15
CO1,"DeGette, Diana","Lisbon, Portugal",The Aspen Institute Congressional Program,4/5/10,4/11/10,7,CO1 2010-04-05
CO1,"DeGette, Diana","Binghampton, NY",American Exploration and Production Council,8/16/10,8/18/10,3,CO1 2010-08-16
CO1,"DeGette, Diana","New York, NY",NYU School of Law,9/13/10,9/14/10,2,CO1 2010-09-13
CO4,"Markey, Betsy","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/8/09,8/8/09,1,CO4 2009-08-08
CO4,"Markey, Betsy","Denver, CO",American Exploration and Production Council,8/13/09,8/16/09,4,CO4 2009-08-13
CO4,"Markey, Betsy","Denver, CO",American Exploration and Production Council,8/17/09,8/19/09,3,CO4 2009-08-17
CO5,"Lamborn, Doug","Baltimore, MD",Heritage Foundation,2/5/09,2/7/09,3,CO5 2009-02-05
CO5,"Lamborn, Doug","Philladelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,CO5 2009-02-20
CO5,"Lamborn, Doug","West Palm Beach, FL",Club for Growth,3/6/09,3/8/09,3,CO5 2009-03-06
CO5,"Lamborn, Doug","Cambridge, MD",The Congressional Insitute,3/12/09,3/14/09,3,CO5 2009-03-12
CO5,"Lamborn, Doug",Germany,The US Association of Former Member of Congress,5/26/09,5/31/09,6,CO5 2009-05-26
CO5,"Lamborn, Doug","Paris, France",Defense Forum Foundation,8/3/09,8/9/09,7,CO5 2009-08-03
CO5,"Lamborn, Doug","Ottawa, Ontario",Franklin Center for Global Policy Exchange,8/9/09,8/13/09,5,CO5 2009-08-09
CO5,"Lamborn, Doug","Ankara, Turkey","U.S. Association of Former Members of Congress, Congressional Study Group, German Marshall Fund and",8/29/09,9/4/09,7,CO5 2009-08-29
CO5,"Lamborn, Doug","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,CO5 2010-01-14
CO5,"Lamborn, Doug","Cambridge, MD",The Congressional Institute,5/6/10,5/7/10,2,CO5 2010-05-06
CO6,"Coffman, Mike","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,CO6 2009-02-05
CO6,"Coffman, Mike","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,CO6 2009-03-12
CO6,"Coffman, Mike","Atlanta, GA",American Israel Education Foundation,8/1/09,8/8/09,8,CO6 2009-08-01
CO6,"Coffman, Mike","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,CO6 2010-01-14
CO6,"Coffman, Mike","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,CO6 2010-05-06
CO6,"Coffman, Mike","Baltimore, MD",Ecological Society of America,10/22/10,10/22/10,1,CO6 2010-10-22
CO7,"Perlmutter, Ed","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,CO7 2010-02-13
CO7,"Perlmutter, Ed","Berlin, Germany",The German Marshall Fund of the United States,7/3/10,7/10/10,8,CO7 2010-07-03
CT1,"Larson, John",Tel Aviv,American Israel Education Foundation (AIEF),2/14/09,2/22/09,9,CT1 2009-02-14
CT1,"Larson, John","Baltimore, MD",Catholic Health Association,2/19/09,2/20/09,2,CT1 2009-02-19
CT1,"Larson, John","Ankara, Istanbul",Turkish Coalition of America,5/24/09,5/31/09,8,CT1 2009-05-24
CT1,"Larson, John",Ottawa,Franklin Center for Global Policy Exchange,8/14/09,8/14/09,1,CT1 2009-08-14
